img_loc,NORMAL,DRUSEN,CNV,DME
data/images/NORMAL-1014715-4.jpeg,0.99802774,0.00040431938,7.0833485e-05,0.0014971143
data/images/NORMAL-1014715-10.jpeg,0.99079037,0.0011613471,0.00010529481,0.007943045
data/images/NORMAL-1014715-1.jpeg,0.99945,0.00018532776,4.4251015e-06,0.000360333
data/images/NORMAL-1014715-7.jpeg,0.9985286,0.00013445885,0.00012787193,0.0012089866
data/images/NORMAL-1014715-2.jpeg,0.92270255,0.07567905,0.0005767743,0.0010416659
data/images/NORMAL-1014715-9.jpeg,0.99877876,0.00065242,4.84612e-05,0.00052036595
data/images/NORMAL-1014715-5.jpeg,0.990648,0.0012479238,0.00025385336,0.007850254
data/images/NORMAL-1014715-3.jpeg,0.9975303,0.000712593,7.444229e-05,0.0016827681
data/images/NORMAL-1014715-6.jpeg,0.9934435,0.0014816308,0.00014509927,0.0049297535
data/images/NORMAL-1014715-11.jpeg,0.9985114,0.00052233,7.896614e-05,0.00088742084
data/images/NORMAL-1014715-8.jpeg,0.99303895,0.00050982914,0.00026160968,0.006189535
data/images/NORMAL-1017237-6.jpeg,0.99785894,0.00044029317,8.407326e-05,0.0016166585
data/images/NORMAL-1017237-3.jpeg,0.9972365,0.0007959189,0.0001436423,0.0018239513
data/images/NORMAL-1017237-1.jpeg,0.93330514,0.0033302035,0.0053773522,0.057987355
data/images/NORMAL-1017237-2.jpeg,0.970312,0.028299619,0.0002592013,0.0011291784
data/images/NORMAL-1017237-7.jpeg,0.9895504,0.0083659105,0.00010969986,0.001973998
data/images/NORMAL-1017237-4.jpeg,0.9951285,0.0020105836,0.00016152866,0.0026993328
data/images/NORMAL-1017237-5.jpeg,0.99625933,0.0017037576,0.00011156702,0.0019253525
data/images/NORMAL-1017885-2.jpeg,0.6043236,0.014003434,0.011071178,0.3706018
data/images/NORMAL-1017885-5.jpeg,0.84014684,0.02085008,0.046439525,0.09256356
data/images/NORMAL-1017885-7.jpeg,0.92579037,0.0016097408,0.0020269929,0.070572786
data/images/NORMAL-1017885-8.jpeg,0.8507045,0.08186985,0.01791943,0.049506232
data/images/NORMAL-1017885-3.jpeg,0.9336797,0.008105685,0.0034904103,0.054724284
data/images/NORMAL-1017885-4.jpeg,0.89119697,0.027852993,0.010589646,0.07036038
data/images/NORMAL-1017885-6.jpeg,0.9853666,0.002437322,0.00087953167,0.011316579
data/images/NORMAL-1017885-1.jpeg,0.6356005,0.015959153,0.038905103,0.30953518
data/images/NORMAL-1022943-1.jpeg,0.88916487,0.10800384,0.0011337504,0.0016975495
data/images/NORMAL-1022943-3.jpeg,0.8458154,0.14584714,0.003105939,0.005231517
data/images/NORMAL-1022943-2.jpeg,0.94502,0.040920477,0.0012189191,0.012840497
data/images/NORMAL-1025847-2.jpeg,0.97602785,0.0029517438,0.00053464185,0.020485798
data/images/NORMAL-1025847-7.jpeg,0.96670604,0.005859749,0.004117019,0.023317141
data/images/NORMAL-1025847-4.jpeg,0.9711889,0.028360572,0.00016245966,0.00028819012
data/images/NORMAL-1025847-3.jpeg,0.9990589,0.0004828823,2.3417999e-05,0.00043469333
data/images/NORMAL-1025847-9.jpeg,0.90576756,0.07035833,0.0026517604,0.021222334
data/images/NORMAL-1025847-5.jpeg,0.97808814,0.020978928,9.890871e-05,0.00083406776
data/images/NORMAL-1025847-8.jpeg,0.9883336,0.0016974991,0.00033902645,0.009629739
data/images/NORMAL-1025847-6.jpeg,0.9879402,0.011105581,6.303815e-05,0.00089122856
data/images/NORMAL-1025847-1.jpeg,0.78077227,0.04210815,0.007848337,0.16927128
data/images/NORMAL-1027829-3.jpeg,0.8556767,0.14157893,0.001240347,0.0015039342
data/images/NORMAL-1027829-1.jpeg,0.9954397,0.0017800623,0.0005843712,0.0021958419
data/images/NORMAL-1027829-2.jpeg,0.8680664,0.12768158,0.0020476626,0.0022043241
data/images/NORMAL-1102707-1.jpeg,0.97351134,0.0030073102,0.0005289319,0.022952354
data/images/NORMAL-1102707-7.jpeg,0.96845657,0.0027326522,0.00026302616,0.028547822
data/images/NORMAL-1102707-6.jpeg,0.9935929,0.003933251,6.11983e-05,0.0024125697
data/images/NORMAL-1102707-4.jpeg,0.979481,0.011444223,0.00063477387,0.008440062
data/images/NORMAL-1102707-3.jpeg,0.99740124,0.00080658426,0.00014351745,0.0016486094
data/images/NORMAL-1102707-2.jpeg,0.9674925,0.0017742031,0.00052234204,0.03021094
data/images/NORMAL-1102707-8.jpeg,0.97959465,0.005670456,0.0006624682,0.014072456
data/images/NORMAL-1102707-5.jpeg,0.998808,0.0009262499,2.6925192e-05,0.00023881612
data/images/NORMAL-1111623-4.jpeg,0.09384627,0.009781646,0.015323929,0.8810482
data/images/NORMAL-1111623-3.jpeg,0.603138,0.021043466,0.009717681,0.3661008
data/images/NORMAL-1111623-2.jpeg,0.4640452,0.04516708,0.027663125,0.4631246
data/images/NORMAL-1111623-1.jpeg,0.8090853,0.032993462,0.05700275,0.10091843
data/images/NORMAL-1117682-2.jpeg,0.9777024,0.008543194,0.00031035332,0.013444043
data/images/NORMAL-1117682-1.jpeg,0.8868339,0.11023472,0.0003393919,0.0025919974
data/images/DRUSEN-1146923-15.jpeg,0.011858621,0.98792166,0.00013159825,8.814637e-05
data/images/DRUSEN-1146923-29.jpeg,0.19954844,0.7970894,0.0022562305,0.0011058107
data/images/DRUSEN-1146923-21.jpeg,0.014672516,0.97595894,0.008615378,0.0007532422
data/images/DRUSEN-1146923-31.jpeg,0.073491156,0.92292607,0.0016399727,0.0019427224
data/images/DRUSEN-1146923-11.jpeg,0.004749844,0.9754714,0.0074224737,0.01235634
data/images/DRUSEN-1146923-16.jpeg,0.00021427992,0.9979627,0.0017436725,7.938708e-05
data/images/DRUSEN-1146923-22.jpeg,0.09159719,0.8945856,0.0058244113,0.007992784
data/images/DRUSEN-1146923-23.jpeg,0.830929,0.13942605,0.01043766,0.019207247
data/images/DRUSEN-1146923-8.jpeg,0.048385587,0.94609565,0.0028438817,0.0026750304
data/images/DRUSEN-1146923-30.jpeg,0.09963905,0.88797414,0.008595315,0.0037915483
data/images/DRUSEN-1146923-28.jpeg,0.0040816558,0.9936091,0.0020811462,0.00022815148
data/images/DRUSEN-1146923-2.jpeg,0.20014045,0.7492784,0.013048718,0.03753242
data/images/DRUSEN-1146923-25.jpeg,0.0009677953,0.9986456,0.00020748298,0.00017914368
data/images/DRUSEN-1146923-17.jpeg,0.0123817185,0.9778259,0.0010051886,0.008787211
data/images/DRUSEN-1146923-6.jpeg,0.038315114,0.9607289,0.0005267511,0.00042922975
data/images/DRUSEN-1146923-32.jpeg,0.22012988,0.6230445,0.053839102,0.10298657
data/images/DRUSEN-1146923-4.jpeg,0.12924787,0.84001034,0.026337123,0.004404595
data/images/DRUSEN-1146923-26.jpeg,0.00067491224,0.99905366,0.00024644675,2.5055424e-05
data/images/DRUSEN-1146923-5.jpeg,0.17740947,0.6852749,0.117613465,0.019702217
data/images/DRUSEN-1146923-24.jpeg,0.27977473,0.7105055,0.0048292438,0.0048904703
data/images/DRUSEN-1146923-20.jpeg,0.0022464166,0.9893958,0.0068773204,0.001480539
data/images/DRUSEN-1146923-13.jpeg,0.124045596,0.8265939,0.041967392,0.007393068
data/images/DRUSEN-1146923-7.jpeg,0.00071577943,0.9963288,0.00283483,0.000120599354
data/images/DRUSEN-1146923-10.jpeg,0.0024903154,0.99587834,0.0005101637,0.0011211261
data/images/DRUSEN-1146923-3.jpeg,0.6995904,0.2656618,0.011872411,0.02287536
data/images/DRUSEN-1146923-19.jpeg,0.48791587,0.40712047,0.014208785,0.09075487
data/images/DRUSEN-1146923-33.jpeg,0.8955004,0.07107968,0.012125297,0.021294577
data/images/DRUSEN-1146923-1.jpeg,0.014782414,0.98162085,0.0019302659,0.0016664445
data/images/DRUSEN-1146923-12.jpeg,0.18820222,0.80066705,0.0019099936,0.009220719
data/images/DRUSEN-1146923-27.jpeg,0.08652929,0.91140866,0.0007089814,0.0013530882
data/images/DRUSEN-1146923-14.jpeg,0.4210166,0.44566908,0.09938744,0.033926934
data/images/DRUSEN-1146923-18.jpeg,0.003612165,0.9821815,0.009104247,0.0051020496
data/images/DRUSEN-1146923-9.jpeg,0.00020553471,0.99617,0.0034767974,0.00014765885
data/images/NORMAL-1153046-5.jpeg,0.88272285,0.10041151,0.0060701813,0.010795406
data/images/NORMAL-1153046-2.jpeg,0.9731934,0.006596741,0.00028296362,0.019926874
data/images/NORMAL-1153046-4.jpeg,0.9898151,0.006725253,0.0005425653,0.0029170334
data/images/NORMAL-1153046-1.jpeg,0.99024475,0.00043916013,0.0005470739,0.0087691
data/images/NORMAL-1153046-3.jpeg,0.98902684,0.0059634456,0.00036143884,0.0046481974
data/images/NORMAL-1173706-2.jpeg,0.9635112,0.027506499,0.0030984795,0.005883796
data/images/NORMAL-1173706-1.jpeg,0.9897091,0.008292811,0.0003637297,0.0016344276
data/images/NORMAL-1177923-3.jpeg,0.9884547,0.007820327,0.00038630958,0.0033386524
data/images/NORMAL-1177923-9.jpeg,0.9535905,0.0031314937,0.0005827267,0.042695325
data/images/NORMAL-1177923-8.jpeg,0.9882251,0.010383721,0.00036143078,0.0010297806
data/images/NORMAL-1177923-1.jpeg,0.9779619,0.0034557802,0.00019567342,0.018386737
data/images/NORMAL-1177923-5.jpeg,0.98121786,0.0008944247,0.00020869657,0.017679026
data/images/NORMAL-1177923-6.jpeg,0.9401363,0.0087605845,0.0046478086,0.046455268
data/images/NORMAL-1177923-2.jpeg,0.98494637,0.0030687877,0.00027649806,0.011708374
data/images/NORMAL-1177923-7.jpeg,0.99475914,0.002780375,0.00018566175,0.0022748644
data/images/NORMAL-1177923-4.jpeg,0.9808991,0.007246736,0.001489913,0.010364213
data/images/CNV-1188386-325.jpeg,2.1126636e-05,0.00016449511,0.9996792,0.00013510445
data/images/CNV-1188386-321.jpeg,7.9227386e-05,0.0009390651,0.9975522,0.0014294971
data/images/CNV-1188386-144.jpeg,7.508222e-06,0.00012909345,0.998324,0.001539383
data/images/CNV-1188386-324.jpeg,1.190212e-05,0.0002464431,0.99967265,6.8954876e-05
data/images/CNV-1188386-130.jpeg,5.074274e-05,0.00028292177,0.9968754,0.0027908736
data/images/CNV-1188386-251.jpeg,3.84155e-06,6.898189e-05,0.99982685,0.000100400124
data/images/CNV-1188386-142.jpeg,2.4383395e-05,0.00045349868,0.99834347,0.0011787196
data/images/CNV-1188386-143.jpeg,2.4383395e-05,0.00045349868,0.99834347,0.0011787196
data/images/CNV-1188386-32.jpeg,0.00016691929,0.00021954313,0.9982028,0.0014106635
data/images/CNV-1188386-320.jpeg,7.9227386e-05,0.0009390651,0.9975522,0.0014294971
data/images/CNV-1188386-145.jpeg,7.508222e-06,0.00012909345,0.998324,0.001539383
data/images/CNV-1188386-322.jpeg,1.190212e-05,0.0002464431,0.99967265,6.8954876e-05
data/images/CNV-1188386-323.jpeg,1.190212e-05,0.0002464431,0.99967265,6.8954876e-05
data/images/CNV-1188386-141.jpeg,2.4383395e-05,0.00045349868,0.99834347,0.0011787196
data/images/CNV-1188386-139.jpeg,6.151781e-06,7.6323624e-05,0.99965465,0.00026292092
data/images/CNV-1188386-252.jpeg,0.002032034,0.061397493,0.9274306,0.009139817
data/images/CNV-1188386-253.jpeg,0.002032034,0.061397493,0.9274306,0.009139817
data/images/CNV-1188386-146.jpeg,7.508222e-06,0.00012909345,0.998324,0.001539383
